nm9423081&Willie Aames&1960
nm9424770&Barbara Eden&1934
nm9424771&Elizabeth Edmonds&
nm9424772&Anthony Edwards&
nm9424773&Cliff Edwards&1895
nm9424774&Henry Edwards&1882
nm9424775&James Edwards&1922
nm9424776&Jennifer Edwards&
nm9424777&Luke Edmonds&
nm9424778&Snitz Edwards&
nm9424779&Vince Edwards&1928
nm9424780&Eddie Egan&1924
nm9424781&Richard Egan&1921
nm9424782&Julie Ege&1943
nm9424783&Samantha Eggar&1939
nm9424784&Jill Eikenberry&1947
nm9424785&Lisa Eilbacher&
nm9424786&Janet Eilber&
nm9424787&Sally Eilers&1908
nm9424788&Anthony Eisley&
nm9424789&Ike Eisenmann&
nm9424790&Anita Ekberg&1931
nm9424791&Britt Ekland&1942
nm9424792&Jack Elam&1916
nm9424793&John Eldredge&1917
nm9424794&Florence Eldridge&1901
nm9424795&Duke Ellington&
nm9424796&Laura Elliot&1929
nm9424797&Biff Elliott&
nm9424798&Denholm Elliott&1922
nm9424799&Frank Elliott&
nm9424800&Jane Elliott&
nm9424801&Robert Elliott&1879
nm9424802&Stephen Elliott&
nm9424803&`Wild Bill' Elliott&1904
nm9424804&Edward Ellis&1872
nm9424805&Mary Ellis&1900
nm9424806&Patricia Ellis&1916
nm9424807&Robin Ellis&
nm9424808&Art Ellison&
nm9424809&Frank Ellison&1910
nm9424810&James Ellison&1910
nm9424811&Isobel Elsom&1893
nm9424812&Sallee Elyse&
nm9424813&Faye Emerson&1917
nm9424814&Hope Emerson&1897
nm9424815&Roy Emerton&1892
nm9424816&Dick Emery&1918
nm9424817&Gilbert Emery&1875
nm9424818&Robert Emhardt&1916
nm9424819&Michael Emil&
nm9424820&Fred Emney&1900
nm9424821&Robert Englund&
nm9424822&Rene Enriquez&1932
nm9424823&Henry Ephron&1911
nm9424824&Margaret Eppie&1930
nm9424825&Richard Erdmann&1925
nm9424826&Doc Erickson&
nm9424827&Leif Erickson&1911
nm9424828&John Ericson&1927
nm9424829&Krista Errickson&
nm9424830&Leon Errol&1881
nm9424831&Howard Erskine&
nm9424832&Stuart Erwin&1903
nm9424833&Carl Esmond&1905
nm9424834&Jill Esmond&1908
nm9424835&David Essex&1947
nm9424836&Emilio Estevez&
nm9424837&Shari Eubank&
nm9424838&Barry Evans&1945
nm9424839&Clifford Evans&1912
nm9424840&Dale Evans&1912
nm9424841&Dame Edith Evans&1888
nm9424842&Gene Evans&1922
nm9424843&Linda Evans&1943
nm9424844&Maurice Evans&1901
nm9424845&Michael Evans&
nm9424846&Rex Evans&1903
nm9424847&Robert Evans&1930
nm9424848&Judith Evelyn&1913
nm9424849&Barbara Everest&1890
nm9424850&Chad Everett&1937
nm9424851&Trish Everly&
nm9424852&Jason Evers&1922
nm9424853&John Ewart&
nm9424854&Tom Ewell&1909
nm9424855&Richard Eyer&
nm9424856&William Eythe&1918
nm9424857&Francoise Fabian&1935
nm9424858&Fabio&1961
nm9424859&Nanette Fabray&1920
nm9424860&Aldo Fabrizi&1905
nm9424861&Douglas Fairbanks~sr&1883
nm9424862&Douglas Fairbanks~jr.&1909
nm9424863&Sydney Fairbrother&1873
nm9424864&Morgan Fairchild&1950
nm9424865&Adam Faith&1940
nm9424866&Eduardo Fajardo&
nm9424867&Lola Falana&
nm9424868&Fabray Falconetti&
nm9424869&Deborah Fallender&
nm9424870&Dennis Lee Falt&
nm9424871&Sergio Fantoni&1930
nm9424872&Daniel Faraldo&
nm9424873&Amy Farber&
nm9424874&Maria Farebrother&
nm9424875&Violet Farebrother&
nm9424876&James Farentino&1938
nm9424877&Antonio Fargas&
nm9424878&Chris Farley&1964
nm9424879&Frances Farmer&1914
nm9424880&Mimsy Farmer&1945
nm9424881&Richard Farnsworth&
nm9424882&Dustin Farnum&
nm9424883&Franklyn Farnum&1876
nm9424884&William Farnum&1876
nm9424885&Derek Farr&1912
nm9424886&Felicia Farr&
nm9424887&Jamie Farr&
nm9424888&Derek Farr&
nm9424889&David Farrar&1908
nm9424890&Geraldine Farrar&1882
nm9424891&Charles Farrell&1901
nm9424892&Charles Farrell&1901
nm9424893&Glenda Farrell&1904
nm9424894&Nick Farrell&
nm9424895&Sharon Farrell&
nm9424896&Stephanie Farrow&
nm9424897&Tisa Farrow&
nm9424898&Rainer Fassbinder&1945
nm9424899&Graham Faulkner&
nm9424900&James Faulkner&
nm9424901&Farrah Fawcett&1947
nm9424902&Michelle Fawden&
nm9424903&Alice Faye&1912
nm9424904&Frank Faylen&1907
nm9424905&Louise Fazenda&1895
nm9424906&Lynne Federicks&
nm9424907&Birgitte Federspiel&
nm9424908&Bekim Fehmiu&1932
nm9424909&Frances Feist&
nm9424910&Fritz Feld&1900
nm9424911&Marty Feldman&1933
nm9424912&Barbara Feldon&1939
nm9424913&Tovah Feldshuh&
nm9424914&Maria Felix&1915
nm9424915&Norman Fell&1928
nm9424916&Rockliffe Fellowes&1885
nm9424917&Edith Fellows&1923
nm9424918&Hansjoerg Felmy&1931
nm9424919&Verna Felton&1890
nm9424920&Sylvie Fennec&
nm9424921&Willie Fennell&
nm9424922&Frank Fenton&1906
nm9424923&Irine Fenwick&
nm9424924&Pamelyn Ferdin&
nm9424925&Elsie Ferguson&1883
nm9424926&Frank Ferguson&1899
nm9424927&J. Don Ferguson&
nm9424928&Jane Ferguson&
nm9424929&Fernandel&1903
nm9424930&Wilhelmina Fernandez&
nm9424931&Conchata Ferrell&1943
nm9424932&Jose Ferrer&1909
nm9424933&Mel Ferrer&1917
nm9424934&Benoit Ferreux&1955
nm9424935&Noel Ferrier&
nm9424936&Lou Ferrigno&
nm9424937&Gabrielle Ferzetti&1925
nm9424938&Stepin Fetchit&1898
nm9424939&Edwige Feuillere&1907
nm9424940&Lewis Fiander&1938
nm9424941&John Fiedler&1925
nm9424942&Betty Field&1918
nm9424943&Karen Field&
nm9424944&Mary Field&1905
nm9424945&Shirley Anne Field&1938
nm9424946&Sid Field&1904
nm9424947&Virginia Field&1917
nm9424948&Edward Fielding&
nm9424949&Fenella Fielding&1930
nm9424950&Margaret Fielding&
nm9424951&Marjorie Fielding&1892
nm9424952&Charles Fields&
nm9424953&Gracie Fields&1898
nm9424954&W.C. Fields&
nm9424955&Tom Filer&
nm9424956&Dennis Fimple&
nm9424957&Flora Finch&1869
nm9424958&Jon Finch&1941
nm9424959&Peter Finch&1916
nm9424960&Larry Fine&1911
nm9424961&T.G. Finkbinder&
nm9424962&James Finlayson&1877
nm9424963&William Finley&
nm9424964&Warren Finnerty&
nm9424965&Shirley Jo Finney&
nm9424966&Elena Fiore&
nm9424967&Eddie Firestone&
nm9424968&Peter Firth&1953
nm9424969&O.W. Fischer&1915
nm9424970&Larry Fishburne&
nm9424971&Carrie Fisher&1956
nm9424972&Cindy Fisher&
nm9424973&Eddie Fisher&1928
nm9424974&Frances Fisher&
nm9424975&Minnie Maddern Fiske&1866
nm9424976&Barry Fitzgerald&1888
nm9424977&Ella Fitzgerald&1918
nm9424978&Geraldine Fitzgerald&1912
nm9424979&Walter Fitzgerald&1896
nm9424980&Paul Fix&1901
nm9424981&Fannie Flagg&
nm9424982&Steve Flagg&
nm9424983&Kirsten Flagstad&1895
nm9424984&Ed Flanders&1934
nm9424985&Susan Flannery&1943
nm9424986&James Flavin&1906
nm9424987&Rhonda Fleming&1922
nm9424988&Cyril Fletcher&1913
nm9424989&Louise Fletcher&1936
nm9424990&Jay C. Flippen&1898
nm9424991&George Buck Flower&
nm9424992&Darlanne Fluegel&1958
nm9424993&Joel Fluellen&
nm9424994&Errol Flynn&1909
nm9424995&Joe Flynn&1924
nm9424996&Sean Flynn&1941
nm9424997&Nina Foch&1924
nm9424998&Henry Fonda&1905
nm9424999&Jane Fonda&1937
nm9425000&Peter Fonda&1939
nm9425001&Leo Fong&
nm9425002&Joan Fontaine&1917
nm9425003&Genevieve Fontanel&
nm9425004&Margot Fonteyn&
nm9425005&Dick Foran&1910
nm9425006&Bryan Forbes&1926
nm9425007&Mary Forbes&1882
nm9425008&Ralph Forbes&1902
nm9425009&David Ford&
nm9425010&Dorothy Ford&1923
nm9425011&Francis Ford&1883
nm9425012&Glenn Ford&1916
nm9425013&Harrison Ford&1917
nm9425014&Paul Ford&1901
nm9425015&Wallace Ford&1897
nm9425016&Deborah Foreman&
nm9425017&Mark Forest&1933
nm9425018&George Formby&1905
nm9425019&Frederic Forrest&
nm9425020&Mike Forrest&
nm9425021&Steve Forrest&1924
nm9425022&Constance Forslund&
nm9425023&Robert Forster&1942
nm9425024&Rudolph Forster&1884
nm9425025&Bruce Forsyth&1927
nm9425026&Rosemary Forsyth&1944
nm9425027&Henderson Forsythe&
nm9425028&John Forsythe&1918
nm9425029&Nick Apollo Forte&
nm9425030&Brigitte Fossey&1945
nm9425031&Barry Foster&1931
nm9425032&Dianne Foster&1928
nm9425033&John Foster&
nm9425034&Julia Foster&1941
nm9425035&Meg Foster&
nm9425036&Norman Foster&1900
nm9425037&Phil Foster&
nm9425038&Preston Foster&1901
nm9425039&Robert Foster&
nm9425040&Susanna Foster&1924
nm9425041&Byron Foulger&1900
nm9425042&Susannah Fowle&
nm9425043&Harry Fowler&1926
nm9425044&Douglas Fowley&1911
nm9425045&Bernard Fox&
nm9425046&Edward Fox&1937
nm9425047&Sidney Fox&1910
nm9425048&William Fox&1879
nm9425049&Red Foxx&1922
nm9425050&Eddie Foy~jr.&1905
nm9425051&C.V. France&1868
nm9425052&Rolla France&
nm9425053&Victor Francen&1888
nm9425054&Anthony Franciosa&1928
nm9425055&Alec B. Francis&1869
nm9425056&Anne Francis&1930
nm9425057&Arlene Francis&1908
nm9425058&Connie Francis&1938
nm9425059&Eve Francis&
nm9425060&Ivor Francis&
nm9425061&Kay Francis&1899
nm9425062&Robert Francis&1930
nm9425063&James Franciscus&1934
nm9425064&Don Francks&1932
nm9425065&Jacques Francois&
nm9425066&Ben Frank&
nm9425067&Charles Frank&1910
nm9425068&Richard Frank&
nm9425069&Steve Franken&
nm9425070&Paul Frankeur&
nm9425071&Aretha Franklin&
nm9425072&Pamela Franklin&1949
nm9425073&James Franks&
nm9425074&Arthur Franz&1920
nm9425075&Eduard Franz&1902
nm9425076&Bill Fraser&
nm9425077&John Fraser&1931
nm9425078&Liz Fraser&1933
nm9425079&Richard Fraser&1913
nm9425080&Ronald Fraser&1930
nm9425081&William Frawley&1887
nm9425082&Robert Frazer&
nm9425083&Sheila Frazer&
nm9425084&Lynn Frederick&
nm9425085&Pauline Frederick&1883
nm9425086&Vicki Frederick&
nm9425087&Alan Freed&
nm9425088&Bert Freed&
nm9425089&Paul Freedman&
nm9425090&Al Freeman~jr&1934
nm9425091&Amy Freeman&
nm9425092&Howard Freeman&1899
nm9425093&Kathleen Freeman&1919
nm9425094&Mona Freeman&1926
nm9425095&Paul Freeman&
nm9425096&Morna Freeman&
nm9425097&Morgan Freeman&
nm9425098&Leslie French&1899
nm9425099&Pierre Fresnay&1897
nm9425100&Bernard Fresson&1933
nm9425101&Leonard Frey&1938
nm9425102&Sauri Frey&
nm9425103&Jonathan Frid&1925
nm9425104&Blanche Friderici&1878
nm9425105&Steve Friedman&
nm9425106&John Friedrich&
nm9425107&Philip Friend&1915
nm9425108&Willy Fritsch&1901
nm9425109&Gert Frobe&1913
nm9425110&Gustav Froehlich&
nm9425111&Dwight Frye&1899
nm9425112&Eric Fryer&
nm9425113&Alan Fudge&
nm9425114&Dale Fuller&
nm9425115&Dolores Fuller&
nm9425116&Lance Fuller&
nm9425117&Robert Fuller&1934
nm9425118&Fiona Fullerton&1955
nm9425119&Jessie Lee Fulton&
nm9425120&Annette Funicello&1942
nm9425121&Yvonne Furneaux&1928
nm9425122&Judith Furse&1912
nm9425123&Eddie Furlong&1977
nm9425124&Stephen Furst&
nm9425125&Will Fyffe&1884
nm9425126&Martin Gabel&1912
nm9425127&Jean Gabin&1904
nm9425128&Clark Gable&1901
nm9425129&John Clark Gable&1960
nm9425130&Eva Gabor&1921
nm9425131&Zsa Zsa Gabor&1917
nm9425132&Helen Gahagan&
nm9425133&Max Gail&
nm9425134&Charlotte Gainsbourg&
nm9425135&Serge Gainsbourg&
nm9425136&Peter Gallagher&
nm9425137&Rita Gam&1940
nm9425138&Michael Gambon&
nm9425139&Robin Gammell&
nm9425140&Ken Gampu&
nm9425141&Abel Gance&
nm9425142&Bruno Ganz&
nm9425143&Teresa Ganzel&
nm9425144&Matthew Garber&1956
nm9425145&Andres Garcia&
nm9425146&Carlos Gardel&1893
nm9425147&Vincent Gardenia&1922
nm9425148&Reginald Gardiner&1903
nm9425149&Ava Gardner&1922
nm9425150&Ed Gardner&1901
nm9425151&John Garfield&1913
nm9425152&Art Garfunkel&
nm9425153&Ed Gargan&1902
nm9425154&William Gargan&1905
nm9425155&John Garko&
nm9425156&Judy Garland&1922
nm9425157&Peggy Ann Garner&1931
nm9425158&Steve Garay&
nm9425159&Joaquin Garay~III&
nm9425160&Teri Garr&1952
nm9425161&Jane Garofalo&1965
nm9425162&Betty Garrett&1919
nm9425163&Eliza Garrett&
nm9425164&Leif Garrett&
nm9425165&Ellen Garrison&
nm9425166&John Garrick&1902
nm9425167&Greer Garson&1908
nm9425168&Jennie Garth&1972
nm9425169&Harold Gary&
nm9425170&Lorraine Gary&
nm9425171&Marie-Louise Gassen&
nm9425172&Vittoria Gassman&1922
nm9425173&Lisa Gastoni&1935
nm9425174&Larry Gates&1915
nm9425175&Nancy Gates&1926
nm9425176&Marjorie Gateson&1891
nm9425177&Alexander Gauge&1914
nm9425178&Mikkel Gaup&1973
nm9425179&Fernand Gavet&
nm9425180&Erica Gavin&
nm9425181&John Gavin&1928
nm9425182&Peter Gawthorne&1884
nm9425183&Gregory Gaye&1900
nm9425184&George Gaynes&
nm9425185&Janet Gaynor&1906
nm9425186&Mitzi Gaynor&1930
nm9425187&Michael Gazzo&
nm9425188&Ellen Geer&
nm9425189&Will Geer&1902
nm9425190&Meg Gehrts&1891
nm9425191&Daniel Gelin&1921
nm9425192&Guiliano Gemma&1940
nm9425193&Laura Gemser&
nm9425194&Leo Genn&1905
nm9425195&Linda Gentile&
nm9425196&Chief Dan George&1899
nm9425197&Christopher George&1929
nm9425198&Gladys George&1900
nm9425199&Grace George&1879
nm9425200&Lynda Day George&1944
nm9425201&Muriel George&1883
nm9425202&Nathan George&
nm9425203&Rita George&
nm9425204&Susan George&1950
nm9425205&Carmelita Geraghty&
nm9425206&Gil Gerard&1943
nm9425207&Steve Geray&1904
nm9425208&Bill Gerber&
nm9425209&Flo Gerish&
nm9425210&Gene Gerrard&1892
nm9425211&John Getz&
nm9425212&Alice Ghostley&1926
nm9425213&Stathis Giallelis&1939
nm9425214&Judi Gibbs&
nm9425215&Colin Gibson&
nm9425216&Helen Gibson&1892
nm9425217&Hoot Gibson&1892
nm9425218&Mel Gibson&1951
nm9425219&John Gielgud&1904
nm9425220&Stefan Gierasch&
nm9425221&Frank Gifford&
nm9425222&Gloria Gifford&
nm9425223&Billy Gilbert&1893
nm9425224&John Gilbert&1895
nm9425225&Melissa Gilbert&
nm9425226&Bruce Gilchrist&
nm9425227&Connie Gilchrist&1901
nm9425228&Jack Gilford&1907
nm9425229&Maude Gill&
nm9425230&Dana Gillespie&
nm9425231&Anita Gillette&
nm9425232&William Gillette&1855
nm9425233&Stu Gilliam&
nm9425234&Terry Gilliam&
nm9425235&Jean Gillie&1915
nm9425236&Claude Gillingwater&1870
nm9425237&Ann Gillis&1927
nm9425238&Margalo Gillmore&1897
nm9425239&Lowell Gilmore&1907
nm9425240&Virginia Gilmore&
nm9425241&Ian Gilmour&
nm9425242&Hermione Gingold&1897
nm9425243&Robert Ginty&
nm9425244&Etienne Girardot&1856
nm9425245&Dorothy Gish&1898
nm9425246&Lillian Gish&1894
nm9425247&Kathryn Givney&1897
nm9425248&Anton Glanzelius&
nm9425249&Yves Glary&
nm9425250&Gil Glasco&
nm9425251&Sabine Glaser&
nm9425252&Ron Glass&
nm9425253&Jackie Gleason&1916
nm9425254&Jimmie Gleason&1886
nm9425255&Lucille Gleason&1886
nm9425256&Paul Gleason&
nm9425257&Russell Gleason&1908
nm9425258&Roy Glenister&
nm9425259&Roy Glenn&1901
nm9425260&Scott Glenn&1942
nm9425261&Sharon Gless&
nm9425262&Bruce Glover&
nm9425263&Crispin Glover&
nm9425264&Danny Glover&1947
nm9425265&John Glover&
nm9425266&Julian Glover&1935
nm9425267&Carlin Glynn&
nm9425268&Mary Glynne&1898
nm9425269&George Gobel&1919
nm9425270&Paulette Goddard&1911
nm9425271&Willoughby Goddard&1932
nm9425272&Peter Godfrey&1899
nm9425273&Jacques Godin&
nm9425274&Bernard Goetzke&
nm9425275&John Goff&
nm9425276&Norris Goff&1906
nm9425277&Gila Golan&1940
nm9425278&Whoopi Goldberg&1950
nm9425279&Charles Goldner&1900
nm9425280&Lelia Goldoni&1938
nm9425281&Matt Goldsby&
nm9425282&Clio Goldsmith&
nm9425283&Bobcat Goldthwait&
nm9425284&Arlene Golonka&
nm9425285&Minna Gombell&1900
nm9425286&Thomas Gomez&1905
nm9425287&Peter Gonzales&
nm9425288&Michael Goodliffe&1914
nm9425289&Benny Goodman&1909
nm9425290&Dody Goodman&
nm9425291&Bill Goodwin&1910
nm9425292&Harold Goodwin&1917
nm9425293&Suki Goodwin&
nm9425294&Allen Goorwitz&
nm9425295&Leo Gorcey&1915
nm9425296&Colin Gordin&
nm9425297&Bruce Gordon&1919
nm9425298&C.~Henry Gordon&1882
nm9425299&Dexter Gordon&
nm9425300&Don Gordon&
nm9425301&Gale Gordon&1905
nm9425302&Keith Gordon&
nm9425303&Leo Gordon&1922
nm9425304&Mary Gordon&1882
nm9425305&Robert Gordon&
nm9425306&Ruth Gordon&1896
nm9425307&Marius Goring&1912
nm9425308&Cliff Gorman&1936
nm9425309&Lynee Gorman&
nm9425310&Karen Gorney&
nm9425311&Frank Gorshin&1935
nm9425312&Marjoe Gortner&1941
nm9425313&Lou Gossett&1936
nm9425314&Lou Gossett~jr.&
nm9425315&Walter Gotell&
nm9425316&Ferdinand Gottschalk&1869
nm9425317&Jetta Goudal&1898
nm9425318&Michael Gough&1917
nm9425319&Jason Gould&
nm9425320&Robert Goulet&1933
nm9425321&Michael Gover&
nm9425322&Gibson Gowland&1872
nm9425323&Harry Goz&
nm9425324&Patricia Gozzi&1950
nm9425325&Betty Grable&1916
nm9425326&Nickolas Grace&
nm9425327&Gerrit Graham&
nm9425328&Gloria Grahame&1924
nm9425329&Margot Grahame&1911
nm9425330&Alexander Granach&1890
nm9425331&Farley Granger&1928
nm9425332&Stewart Granger&1913
nm9425333&Cary Grant&1904
nm9425334&Kathryn Grant&1933
nm9425335&Lawrence Grant&1870
nm9425336&Lee Grant&
nm9425337&Richard E. Grant&
nm9425338&Bonita Granville&1923
nm9425339&Charley Grapewin&1869
nm9425340&Peter Graves&1925
nm9425341&Peter Graves&1911
nm9425342&Fernand Gravet&1904
nm9425343&Billy Gray&1940
nm9425344&Charles Gray&1928
nm9425345&Colleen Gray&1922
nm9425346&Dolores Gray&1924
nm9425347&Erin Gray&
nm9425348&Joel Gray&
nm9425349&Nadia Gray&1923
nm9425350&Sally Gray&1916
nm9425351&Kathryn Grayson&1922
nm9425352&Danny Green&1903
nm9425353&Gilbert Green&
nm9425354&Keith Green&
nm9425355&Marika Green&
nm9425356&Martyn Green&1899
nm9425357&Nigel Green&1924
nm9425358&Seth Green&
nm9425359&H.Richard Greene&
nm9425360&Leon Green&
nm9425361&Lorne Greene&1915
nm9425362&Mean Joe Greene&
nm9425363&Michael Greene&
nm9425364&Richard Greene&1914
nm9425365&Raymond Greenleaf&1892
nm9425366&Sidney Greenstreet&1879
nm9425367&Charlotte Greenwood&1890
nm9425368&Joan Greenwood&1921
nm9425369&John Greenwood&1889
nm9425370&Jane Greer&1924
nm9425371&Clare Greet&
nm9425372&Everley Gregg&1898
nm9425373&Nora Gregor&1890
nm9425374&Andre Gregory&
nm9425375&Celia Gregory&
nm9425376&Dora Gregory&
nm9425377&James Gregory&1911
nm9425378&Mark Gregory&
nm9425379&John Gregson&1919
nm9425380&Robert Greig&1880
nm9425381&Joyce Grenfell&1910
nm9425382&Anne Grey&
nm9425383&Jennifer Grey&1960
nm9425384&Joel Grey&1932
nm9425385&Lita Grey&1909
nm9425386&Nan Grey&1918
nm9425387&Virginia Grey&1917
nm9425388&Robert Grieg&
nm9425389&Helmut Griem&
nm9425390&David Alan Grier&
nm9425391&Rosie Grier&
nm9425392&Ethel Griffies&1878
nm9425393&Andy Griffith&1926
nm9425394&Corinne Griffith&1898
nm9425395&Hugh Griffith&1912
nm9425396&Kenneth Griffith&1921
nm9425397&Kirstin Griffith&
nm9425398&Simone Griffith&
nm9425399&Tracy Griffith&
nm9425400&Jane Griffiths&1929
nm9425401&Ele Grigsby&
nm9425402&Dan Grimaldi&
nm9425403&Gary Grimes&1955
nm9425404&Jonathan Griss&
nm9425405&Claire Griswold&
nm9425406&George Grizzard&1925
nm9425407&Ake Groenberg&
nm9425408&Herbert Gronemeyer&
nm9425409&Sam Groom&
nm9425410&Muriel Gross&
nm9425411&Linda Grovenor&
nm9425412&Gustav Grundgens&
nm9425413&Oliver Gruner&1960
nm9425414&Dominic Guard&1925
nm9425415&Harry Guardino&1925
nm9425416&Francois Guerin&
nm9425417&Ruy Guerra&
nm9425418&Christopher Guest&
nm9425419&Lance Guest&
nm9425420&Nicholas Guest&
nm9425421&Nancy Guild&1925
nm9425422&Paul Guilfoyle&1902
nm9425423&Jack Guilford&
nm9425424&Robert Guillaume&
nm9425425&Fernando Guill\'en&
nm9425426&Alec Guinness&1914
nm9425427&Clu Gulager&1929
nm9425428&Moses Gunn&1929
nm9425429&Robert Gunner&
nm9425430&Sigrid Gurie&1911
nm9425431&Ray Guth&
nm9425432&Steve Guttenberg&
nm9425433&The Little Tough Guys&
nm9425434&Edmund Gwenn&1875
nm9425435&Jack Gwillin&
nm9425436&Anne Gwynne&1918
nm9425437&Fred Gwynne&1927
nm9425438&Michael Gwynne&1916
nm9425439&Peter Gwynne&
nm9425440&Greta Gynt&1916
nm9425441&James Haake&
nm9425442&Dolly Haas&1910
nm9425443&Hugo Haas&1901
nm9425444&Buddy Hackett&1924
nm9425445&Joan Hackett&1934
nm9425446&Raymond Hackett&1902
nm9425447&Sayle Haddon&
nm9425448&Sara Haden&1897
nm9425449&Reed Hadley&1911
nm9425450&Jean Hagen&1924
nm9425451&Ross Hagen&
nm9425452&Julie Hagerty&
nm9425453&Merle Haggard&
nm9425454&Dan Haggerty&
nm9425455&Brahim Haggiag&
nm9425456&Larry Hagman&1930
nm9425457&Gisela Hahn&
nm9425458&Charles Haid&
nm9425459&Sig Haig&
nm9425460&Kenneth Haigh&1929
nm9425461&Ron Haines&
nm9425462&William Haines&1900
nm9425463&Alan Hale&1892
nm9425464&Alan Hale~jr.&1918
nm9425465&Barbara Hale&1922
nm9425466&Creighton Hale&1882
nm9425467&Jonathan Hale&1892
nm9425468&Louise Closser Hale&1872
nm9425469&Monte Hale&1919
nm9425470&Richard Hale&1893
nm9425471&Robert Hale&
nm9425472&Sonnie Hale&1902
nm9425473&Jackie Earle Haley&
nm9425474&Jack Haley&1899
nm9425475&H.B. Halicki&
nm9425476&Albert Hall&
nm9425477&Anthony Michael Hall&1968
nm9425478&Huntz Hall&1920
nm9425479&James Hall&1900
nm9425480&Jerry Hall&1957
nm9425481&Jon Hall&1913
nm9425482&Juanita Hall&1901
nm9425483&Porter Hall&1888
nm9425484&Thurston Hall&1883
nm9425485&Ray Hallam&
nm9425486&May Hallatt&1882
nm9425487&Lillian HallDavis&
nm9425488&John Halliday&1880
nm9425489&Billy Halop&1920
nm9425490&Brett Halsey&
nm9425491&Charles Halton&1876
nm9425492&Mie Hama&
nm9425493&Veronica Hamel&
nm9425494&Rusty Hamer&1947
nm9425495&Mark Hamill&1952
nm9425496&Bernie Hamilton&
nm9425497&George Hamilton&1939
nm9425498&John Hamilton&1886
nm9425499&Linda Hamilton&
nm9425500&Margaret Hamilton&1902
nm9425501&Murray Hamilton&1923
nm9425502&Neil Hamilton&1899
nm9425503&Suzanne Hamilton&
nm9425504&Ben Hammer&
nm9425505&Kay Hammond&1909
nm9425506&Walter Hampden&1879
nm9425507&Susan Hampshire&1938
nm9425508&James Hampton&
nm9425509&Master Bong Soo Han&
nm9425510&Miyi Hana&
nm9425511&Irene Handl&1902
nm9425512&Lloyd Hanes&
nm9425513&Carol Haney&1928
nm9425514&Jenny Hanley&1947
nm9425515&Jimmy Hanley&1918
nm9425516&Mie Hanna&
nm9425517&Darryl Hannah&
nm9425518&Lawrence Hanray&1874
nm9425519&Lars Hansen&1887
nm9425520&Patti Hansen&
nm9425521&Haya Harareet&1934
nm9425522&James Harcourt&
nm9425523&Jerry Hardin&
nm9425524&Ty Hardin&
nm9425525&Ann Harding&1902
nm9425526&Lyn Harding&
nm9425527&Karl Hardman&
nm9425528&Cedric Hardwicke&1893
nm9425529&Oliver Hardy&1892
nm9425530&Robert Hardy&1925
nm9425531&Lumsden Hare&1875
nm9425532&Robertson Hare&1891
nm9425533&Dorian Harewood&1950
nm9425534&John Hargreaves&
nm9425535&Gordon Harker&1885
nm9425536&Jean Harlow&1911
nm9425537&Deborah Harmon&
nm9425538&Jessica Harper&1955
nm9425539&Ron Harper&
nm9425540&Tess Harper&
nm9425541&Valerie Harper&1940
nm9425542&William Harrigan&1894
nm9425543&Pat Harrington&
nm9425544&Aaron Harris&
nm9425545&Anita Harris&
nm9425546&Barbara Harris&1936
nm9425547&Brad Harris&
nm9425548&Cassandra Harris&1952
nm9425549&Ed Harris&
nm9425550&Joann Harris&
nm9425551&Jonathan Harris&1914
nm9425552&Julie Harris&1925
nm9425553&Julius W. Harris&
nm9425554&Leigh Harris&
nm9425555&Leonard Harris&
nm9425556&Lynette Harris&
nm9425557&M.K. Harris&
nm9425558&Phil Harris&1904
nm9425559&Richard Harris&1932
nm9425560&Robert Harris&1900
nm9425561&Robert H. Harris&1911
nm9425562&Rosemary Harris&1930
nm9425563&Cathryn Harrison&
nm9425564&George Harrison&
nm9425565&Gregory Harrison&
nm9425566&Jenilee Harrison&
nm9425567&Kathleen Harrison&1898
nm9425568&Linda Harrison&1945
nm9425569&Rex Harrison&1908
nm9425570&Kathryn Harrold&1950
nm9425571&Lisa Harrow&
nm9425572&Deborah Harry&
nm9425573&Dolores Hart&1938
nm9425574&Dorothy Hart&1923
nm9425575&John Hart&
nm9425576&Veronica Hart&
nm9425577&William S. Hart&1870
nm9425578&David Hartman&1937
nm9425579&Elizabeth Hartman&1941
nm9425580&Ena Hartman&
nm9425581&Lisa Hartman&
nm9425582&Paul Hartman&
nm9425583&Phil Hartman&1948
nm9425584&William Hartnell&1908
nm9425585&Laurence Harvey&
nm9425586&Forrester Harvey&1880
nm9425587&Herk Harvey&
nm9425588&Laurence Harvey&1928
nm9425589&Lilian Harvey&1906
nm9425590&Paul Harvey&1884
nm9425591&Bob Haskins&
nm9425592&O.E. Hasse&1903
nm9425593&David Hasselhoff&
nm9425594&Marilyn Hassett&1947
nm9425595&Signe Hasso&1915
nm9425596&Terry Hatcher&
nm9425597&Richard Hatch&
nm9425598&Hurd Hatfield&1918
nm9425599&Rohini Hattangady&
nm9425600&Raymond Hatton&1887
nm9425601&Rondo Hatton&
nm9425602&Max Haufler&
nm9425603&Fay Hauser&
nm9425604&Joachim Hauser&
nm9425605&Wings Hauser&
nm9425606&Thomas Haustein&
nm9425607&June Haver&1926
nm9425608&Nigel Havers&
nm9425609&June Havoc&1916
nm9425610&Jack Hawkins&1910
nm9425611&Jimmy Hawkins&1942
nm9425612&William Hawley&
nm9425613&Jill Haworth&1945
nm9425614&Nigel Hawthorne&1929
nm9425615&Charles Hawtrey&1914
